scenario,year,median_warming,prob1.5,prob2.0
Fragmented World,2002.0,0.8207834892371159,0.0,0.0
Fragmented World,2001.0,0.782775546072693,0.0,0.0
Fragmented World,2050.0,1.9250672688091748,93.9,40.4
Fragmented World,2010.0,0.9260076885326544,0.0,0.0
Fragmented World,2024.0,1.3211618969852774,12.1,0.0
Fragmented World,2013.0,0.9956913778337934,0.0,0.0
Fragmented World,2026.0,1.3878697092424557,24.3,0.0
Fragmented World,2025.0,1.3589092248483103,17.3,0.0
Fragmented World,2048.0,1.878043432664952,92.2,34.8
Fragmented World,2047.0,1.856491738296995,90.0,31.2
Fragmented World,2046.0,1.83492299116485,89.0,29.3
Fragmented World,2045.0,1.8068419275811112,88.1,26.0
Fragmented World,2044.0,1.7904077142804713,86.0,22.4
Fragmented World,2043.0,1.760244534889554,84.6,20.8
Fragmented World,2042.0,1.7468322036420627,84.6,18.2
Fragmented World,2041.0,1.7285974479682191,82.9,15.9
Fragmented World,2040.0,1.7224422144216711,81.2,13.7
Fragmented World,2039.0,1.6932417589873423,80.3,11.9
Fragmented World,2038.0,1.6724015406350587,76.5,9.2
Fragmented World,2049.0,1.9077777065473376,93.4,39.3
Fragmented World,2027.0,1.4069508181610657,27.5,0.0
Fragmented World,2036.0,1.613919621651113,70.2,5.6
Fragmented World,2035.0,1.587916354233357,67.0,3.3
Fragmented World,2034.0,1.5543270442463222,61.0,2.4
Fragmented World,2033.0,1.5274212602176291,54.7,1.7
Fragmented World,2032.0,1.5077679373996116,51.7,1.1
Fragmented World,2031.0,1.4880017783017687,47.5,0.4
Fragmented World,2030.0,1.4691864608665537,43.9,0.3
Fragmented World,2029.0,1.4582422712558674,40.8,0.4
Fragmented World,2028.0,1.4273937663705631,34.0,0.1
Fragmented World,2037.0,1.6476727868323122,73.1,7.5
Nationally Determined Contributions (NDCs),2067.0,2.112275933429437,96.2,60.7
Nationally Determined Contributions (NDCs),2068.0,2.118952649101767,96.9,61.2
Nationally Determined Contributions (NDCs),2069.0,2.1351535078591324,97.0,62.3
Nationally Determined Contributions (NDCs),2070.0,2.1511170449931445,96.5,64.2
Nationally Determined Contributions (NDCs),2075.0,2.1942361899271017,96.9,65.8
Nationally Determined Contributions (NDCs),2072.0,2.1660594187388225,97.0,65.1
Nationally Determined Contributions (NDCs),2073.0,2.1704856283094047,96.4,65.7
Nationally Determined Contributions (NDCs),2074.0,2.174336584932285,97.2,65.1
Nationally Determined Contributions (NDCs),2066.0,2.0925791696695004,96.1,58.7
Nationally Determined Contributions (NDCs),2071.0,2.1611447714014864,96.4,65.2
Nationally Determined Contributions (NDCs),2065.0,2.092734652971632,96.4,59.0
Nationally Determined Contributions (NDCs),2059.0,2.0320929962455945,95.3,53.1
Nationally Determined Contributions (NDCs),2063.0,2.06813970611587,96.4,57.1
Nationally Determined Contributions (NDCs),2062.0,2.0645268467032607,95.7,56.6
Nationally Determined Contributions (NDCs),2061.0,2.049094413851297,95.6,55.8
Nationally Determined Contributions (NDCs),2060.0,2.0430476142282283,95.5,54.2
Nationally Determined Contributions (NDCs),2058.0,2.023987996287791,95.0,52.8
Nationally Determined Contributions (NDCs),2057.0,2.006715506535625,94.4,50.7
Nationally Determined Contributions (NDCs),2056.0,1.9840990468971895,94.1,48.0
Nationally Determined Contributions (NDCs),2055.0,1.9712355687454048,93.4,46.6
Nationally Determined Contributions (NDCs),2054.0,1.95341099710203,93.1,44.1
Nationally Determined Contributions (NDCs),2053.0,1.9449980763428265,93.5,43.1
Nationally Determined Contributions (NDCs),2064.0,2.0852791513506457,96.2,58.2
Nationally Determined Contributions (NDCs),2076.0,2.1948437677149224,96.9,66.6
Nationally Determined Contributions (NDCs),2052.0,1.9279357742026368,93.3,42.2
Nationally Determined Contributions (NDCs),2078.0,2.202476560532127,97.3,67.9
Nationally Determined Contributions (NDCs),2101.0,2.346140214476637,97.9,75.6
Nationally Determined Contributions (NDCs),2100.0,2.344031584039693,97.7,75.1
Nationally Determined Contributions (NDCs),2099.0,2.343383965505612,98.2,75.0
Nationally Determined Contributions (NDCs),2098.0,2.340285317458354,98.3,75.2
Nationally Determined Contributions (NDCs),2097.0,2.3478269697798644,98.1,75.3
Nationally Determined Contributions (NDCs),2096.0,2.3385867464863628,97.7,76.3
Nationally Determined Contributions (NDCs),2095.0,2.334981565479304,97.4,75.3
Nationally Determined Contributions (NDCs),2094.0,2.32491186102495,98.0,74.8
Nationally Determined Contributions (NDCs),2093.0,2.316008144535297,97.8,74.5
Nationally Determined Contributions (NDCs),2092.0,2.302638926171139,98.1,73.7
Nationally Determined Contributions (NDCs),2091.0,2.2937941664239268,97.8,72.9
Nationally Determined Contributions (NDCs),2090.0,2.2861313722600123,97.8,72.5
Nationally Determined Contributions (NDCs),2089.0,2.280487434007913,97.7,71.9
Nationally Determined Contributions (NDCs),2088.0,2.279371865847036,97.6,70.7
Nationally Determined Contributions (NDCs),2087.0,2.2636583135389,97.8,70.8
Nationally Determined Contributions (NDCs),2086.0,2.256393351772606,97.7,71.3
Nationally Determined Contributions (NDCs),2085.0,2.2677832052959825,97.3,71.5
Nationally Determined Contributions (NDCs),2084.0,2.262869236290076,97.2,71.1
Nationally Determined Contributions (NDCs),2083.0,2.255071084798279,97.4,70.5
Nationally Determined Contributions (NDCs),2082.0,2.250487679126986,97.5,70.2
Nationally Determined Contributions (NDCs),2081.0,2.2395230323507187,97.2,70.0
Nationally Determined Contributions (NDCs),2080.0,2.221878178637195,97.3,68.2
Nationally Determined Contributions (NDCs),2079.0,2.21126435885919,97.1,67.8
Nationally Determined Contributions (NDCs),2077.0,2.194453624368263,97.1,66.5
Nationally Determined Contributions (NDCs),2051.0,1.9248413259144308,92.3,40.3
Nationally Determined Contributions (NDCs),2025.0,1.359312284491349,17.4,0.0
Nationally Determined Contributions (NDCs),2049.0,1.8864505135720997,91.9,36.4
Nationally Determined Contributions (NDCs),2021.0,1.2154769984880252,2.1,0.0
Nationally Determined Contributions (NDCs),2020.0,1.1809031435601696,0.8,0.0
Nationally Determined Contributions (NDCs),2019.0,1.1739190303998297,0.5,0.0
Nationally Determined Contributions (NDCs),2018.0,1.1528836326343197,0.1,0.0
Nationally Determined Contributions (NDCs),2017.0,1.1203663331988658,0.2,0.0
Nationally Determined Contributions (NDCs),2016.0,1.0911983903633573,0.1,0.0
Nationally Determined Contributions (NDCs),2015.0,1.070800083988942,0.0,0.0
Nationally Determined Contributions (NDCs),2014.0,1.043528385197446,0.0,0.0
Nationally Determined Contributions (NDCs),2013.0,0.9956913778337934,0.0,0.0
Nationally Determined Contributions (NDCs),2012.0,0.9736579645122392,0.0,0.0
Nationally Determined Contributions (NDCs),2022.0,1.2642758962862175,4.4,0.0
Nationally Determined Contributions (NDCs),2011.0,0.951865085218526,0.0,0.0
Nationally Determined Contributions (NDCs),2009.0,0.8996208236545413,0.0,0.0
Nationally Determined Contributions (NDCs),2008.0,0.8732742762977013,0.0,0.0
Nationally Determined Contributions (NDCs),2007.0,0.8665424458100319,0.0,0.0
Nationally Determined Contributions (NDCs),2006.0,0.8547382918433127,0.0,0.0
Nationally Determined Contributions (NDCs),2005.0,0.8439625921988658,0.0,0.0
Nationally Determined Contributions (NDCs),2004.0,0.8391865374928175,0.0,0.0
Nationally Determined Contributions (NDCs),2003.0,0.8305049401459249,0.0,0.0
Nationally Determined Contributions (NDCs),2002.0,0.8207834892371159,0.0,0.0
Nationally Determined Contributions (NDCs),2001.0,0.782775546072693,0.0,0.0
Nationally Determined Contributions (NDCs),2050.0,1.9024275951270069,92.2,37.1
Nationally Determined Contributions (NDCs),2010.0,0.9260076885326544,0.0,0.0
Nationally Determined Contributions (NDCs),2023.0,1.2918375583020842,5.3,0.0
Nationally Determined Contributions (NDCs),2000.0,0.7321267260987722,0.0,0.0
Nationally Determined Contributions (NDCs),2042.0,1.734633986065529,83.2,16.9
Nationally Determined Contributions (NDCs),2048.0,1.8609657187691544,91.2,31.5
Nationally Determined Contributions (NDCs),2047.0,1.8320086214703075,88.5,28.8
Nationally Determined Contributions (NDCs),2046.0,1.81261549995158,87.4,26.5
Nationally Determined Contributions (NDCs),2045.0,1.7859152861292016,85.9,23.7
Nationally Determined Contributions (NDCs),2044.0,1.7696045890923406,84.5,21.1
Nationally Determined Contributions (NDCs),2043.0,1.742925198812563,83.4,19.1
Nationally Determined Contributions (NDCs),2024.0,1.321504178992584,12.2,0.0
Nationally Determined Contributions (NDCs),2041.0,1.716705861693998,81.5,14.9
Nationally Determined Contributions (NDCs),2040.0,1.710673432869987,79.6,13.1
Nationally Determined Contributions (NDCs),2039.0,1.6835246609034211,79.3,11.2
Nationally Determined Contributions (NDCs),2037.0,1.6403114875165172,72.1,7.3
Nationally Determined Contributions (NDCs),2038.0,1.6623133263238257,74.9,8.9
Nationally Determined Contributions (NDCs),2035.0,1.5808150595625616,66.2,3.2
Nationally Determined Contributions (NDCs),2034.0,1.551449047483246,60.2,2.5
Nationally Determined Contributions (NDCs),2033.0,1.5251364442377329,54.4,1.7
Nationally Determined Contributions (NDCs),2032.0,1.506527492080947,51.2,1.1
Nationally Determined Contributions (NDCs),2031.0,1.488659959412278,47.6,0.4
Nationally Determined Contributions (NDCs),2030.0,1.470220696477888,44.0,0.3
Nationally Determined Contributions (NDCs),2029.0,1.4604419249166156,40.9,0.4
Nationally Determined Contributions (NDCs),2028.0,1.42817803195724,34.2,0.1
Nationally Determined Contributions (NDCs),2027.0,1.407555880847093,27.7,0.0
Nationally Determined Contributions (NDCs),2026.0,1.3881358209359496,24.3,0.0
Nationally Determined Contributions (NDCs),2036.0,1.6066162327458582,68.6,5.6
Current Policies,2067.0,2.320295274683821,99.5,80.1
Current Policies,2065.0,2.292658539283429,99.4,76.7
Current Policies,2066.0,2.2958296655784283,99.4,77.4
Current Policies,2068.0,2.341706616249873,99.4,81.8
Current Policies,2099.0,2.8284367726469086,100.0,96.7
Current Policies,2070.0,2.3931951127077924,99.4,84.0
Current Policies,2071.0,2.4098150894150367,99.4,84.4
Current Policies,2072.0,2.41862458750913,99.6,85.5
Current Policies,2073.0,2.435735992887334,99.7,85.8
Current Policies,2069.0,2.3661860178304037,99.4,82.8
Current Policies,2064.0,2.2685714119512785,98.9,75.9
Current Policies,2052.0,2.024581942535029,97.1,52.6
Current Policies,2062.0,2.2304880990190203,99.1,75.0
Current Policies,2061.0,2.213062813785183,99.1,73.8
Current Policies,2060.0,2.200227103802465,98.9,71.4
Current Policies,2059.0,2.1729378845544542,99.0,68.5
Current Policies,2058.0,2.167193225419266,98.8,66.9
Current Policies,2057.0,2.135704085293117,98.4,64.9
Current Policies,2056.0,2.1026483154109297,98.1,62.5
Current Policies,2055.0,2.087187673418762,98.0,60.2
Current Policies,2054.0,2.062802878168547,97.7,57.6
Current Policies,2053.0,2.041835033847743,97.6,55.9
Current Policies,2063.0,2.2415362196925592,98.9,75.1
Current Policies,2074.0,2.447765841122826,99.8,86.2
Current Policies,2086.0,2.6395329654109783,99.9,93.5
Current Policies,2076.0,2.488222822450313,99.8,88.0
Current Policies,2051.0,2.004396829162417,96.1,50.9
Current Policies,2098.0,2.824972014623285,100.0,96.6
Current Policies,2097.0,2.826633163479681,100.0,96.4
Current Policies,2096.0,2.8070221850578965,100.0,96.1
Current Policies,2095.0,2.7882111794839983,100.0,95.8
Current Policies,2094.0,2.7758463292235183,100.0,95.0
Current Policies,2093.0,2.75831455714288,100.0,96.0
Current Policies,2092.0,2.733600310087391,100.0,96.2
Current Policies,2091.0,2.7250516782526097,100.0,94.8
Current Policies,2090.0,2.702193383624873,100.0,94.6
Current Policies,2075.0,2.469079278057821,99.8,87.1
Current Policies,2089.0,2.6882158220790355,100.0,94.5
Current Policies,2087.0,2.6488955350243844,100.0,93.9
Current Policies,2085.0,2.6235944705938863,99.9,92.5
Current Policies,2084.0,2.6206809632777497,99.9,91.8
Current Policies,2083.0,2.6137813750670773,100.0,91.8
Current Policies,2082.0,2.583044051866676,100.0,91.9
Current Policies,2081.0,2.5729188608370634,99.8,91.4
Current Policies,2080.0,2.5585650135772218,99.7,91.3
Current Policies,2079.0,2.5281950344626973,99.8,89.9
Current Policies,2078.0,2.505562549381263,99.8,89.9
Current Policies,2077.0,2.495067695007516,99.8,88.4
Current Policies,2088.0,2.681686750259625,100.0,94.4
Current Policies,2050.0,1.9792019461848491,96.0,47.1
Current Policies,2025.0,1.3589092248483103,17.3,0.0
Current Policies,2048.0,1.9210898736764117,94.3,39.6
Current Policies,2020.0,1.1809031435601696,0.8,0.0
Current Policies,2019.0,1.1739190303998297,0.5,0.0
Current Policies,2018.0,1.1528836326343197,0.1,0.0
Current Policies,2017.0,1.1203663331988658,0.2,0.0
Current Policies,2016.0,1.0911983903633573,0.1,0.0
Current Policies,2015.0,1.070800083988942,0.0,0.0
Current Policies,2014.0,1.043528385197446,0.0,0.0
Current Policies,2013.0,0.9956913778337934,0.0,0.0
Current Policies,2012.0,0.9736579645122392,0.0,0.0
Current Policies,2011.0,0.951865085218526,0.0,0.0
Current Policies,2021.0,1.21537084765903,2.0,0.0
Current Policies,2010.0,0.9260076885326544,0.0,0.0
Current Policies,2008.0,0.8732742762977013,0.0,0.0
Current Policies,2007.0,0.8665424458100319,0.0,0.0
Current Policies,2006.0,0.8547382918433127,0.0,0.0
Current Policies,2005.0,0.8439625921988658,0.0,0.0
Current Policies,2004.0,0.8391865374928175,0.0,0.0
Current Policies,2003.0,0.8305049401459249,0.0,0.0
Current Policies,2002.0,0.8207834892371159,0.0,0.0
Current Policies,2001.0,0.782775546072693,0.0,0.0
Current Policies,2000.0,0.7321267260987722,0.0,0.0
Current Policies,2100.0,2.844790410532379,100.0,96.7
Current Policies,2009.0,0.8996208236545413,0.0,0.0
Current Policies,2049.0,1.9569798127447129,95.3,44.7
Current Policies,2022.0,1.2637544711345376,4.3,0.0
Current Policies,2024.0,1.3211618969852774,12.0,0.0
Current Policies,2047.0,1.8898199924581616,92.2,34.9
Current Policies,2046.0,1.8597843011765016,90.6,32.3
Current Policies,2045.0,1.8283509123652937,89.7,27.9
Current Policies,2044.0,1.8046796267948155,88.0,24.0
Current Policies,2043.0,1.772683251176349,86.1,22.1
Current Policies,2042.0,1.7587690761650472,86.0,18.4
Current Policies,2041.0,1.7335964256174854,84.0,16.0
Current Policies,2040.0,1.725923517683327,81.9,13.6
Current Policies,2039.0,1.6994979810939987,80.6,11.5
Current Policies,2038.0,1.6726630542818728,76.8,9.2
Current Policies,2023.0,1.291914625505799,5.3,0.0
Current Policies,2037.0,1.646315404133221,73.4,7.3
Current Policies,2035.0,1.5862587921443312,66.5,3.3
Current Policies,2034.0,1.5523176207123213,60.7,2.3
Current Policies,2033.0,1.5269244073148358,54.5,1.6
Current Policies,2032.0,1.5074268711279304,51.4,1.1
Current Policies,2031.0,1.4880017783017687,47.5,0.4
Current Policies,2030.0,1.469175834331637,43.9,0.3
Current Policies,2029.0,1.4581520484581891,40.8,0.4
Current Policies,2028.0,1.427329751061457,34.0,0.1
Current Policies,2027.0,1.4069493783881413,27.4,0.0
Current Policies,2026.0,1.3878697092424557,24.3,0.0
Current Policies,2036.0,1.6129925641434082,69.6,5.4
Current Policies,2101.0,2.8548340989064918,100.0,97.2
Very Low with Limited Overshoot,2000.0,0.6975853357028792,0.0,0.0
Very Low with Limited Overshoot,2074.0,1.537154699706555,53.2,11.9
Very Low with Limited Overshoot,2073.0,1.5333835770190007,54.7,11.5
Very Low with Limited Overshoot,2072.0,1.5491971310616937,55.1,13.1
Very Low with Limited Overshoot,2071.0,1.559858693387974,56.8,12.1
Very Low with Limited Overshoot,2070.0,1.562122330003879,56.5,12.0
Very Low with Limited Overshoot,2069.0,1.5538847995938208,56.5,12.1
Very Low with Limited Overshoot,2068.0,1.5656000465399122,56.5,12.6
Very Low with Limited Overshoot,2067.0,1.5734467461729722,59.2,12.2
Very Low with Limited Overshoot,2066.0,1.57282338306793,59.3,12.4
Very Low with Limited Overshoot,2065.0,1.595814325012734,61.0,13.4
Very Low with Limited Overshoot,2076.0,1.5384342156808934,54.9,13.0
Very Low with Limited Overshoot,2064.0,1.5991873635990617,61.1,13.7
Very Low with Limited Overshoot,2062.0,1.6031054924142496,62.8,12.8
Very Low with Limited Overshoot,2061.0,1.6072404270156415,63.3,14.1
Very Low with Limited Overshoot,2060.0,1.6113819903366542,62.9,14.0
Very Low with Limited Overshoot,2059.0,1.6142082377947935,63.0,15.2
Very Low with Limited Overshoot,2058.0,1.636936998146365,65.3,15.1
Very Low with Limited Overshoot,2057.0,1.6390771460500957,64.0,15.7
Very Low with Limited Overshoot,2056.0,1.630908474291794,64.8,14.9
Very Low with Limited Overshoot,2055.0,1.6491387374275317,66.9,14.3
Very Low with Limited Overshoot,2054.0,1.6486317249372355,67.4,14.5
Very Low with Limited Overshoot,2053.0,1.649775388733883,69.1,15.7
Very Low with Limited Overshoot,2063.0,1.6004206822800036,60.2,13.6
Very Low with Limited Overshoot,2052.0,1.6572435579399092,68.0,14.3
Very Low with Limited Overshoot,2077.0,1.5296428957564816,53.7,11.8
Very Low with Limited Overshoot,2079.0,1.5264239215452298,52.7,12.4
Very Low with Limited Overshoot,2101.0,1.493855995538887,49.5,12.5
Very Low with Limited Overshoot,2100.0,1.5013672394605249,50.2,12.4
Very Low with Limited Overshoot,2099.0,1.4846928880049892,48.3,12.2
Very Low with Limited Overshoot,2098.0,1.498948057184614,49.9,12.5
Very Low with Limited Overshoot,2097.0,1.501197610220507,50.3,11.8
Very Low with Limited Overshoot,2096.0,1.4962845903371471,49.6,11.7
Very Low with Limited Overshoot,2095.0,1.4804430282581558,48.5,11.7
Very Low with Limited Overshoot,2094.0,1.483276177659297,48.2,11.5
Very Low with Limited Overshoot,2093.0,1.4832461598872009,48.2,10.9
Very Low with Limited Overshoot,2092.0,1.492516865596561,49.1,11.2
Very Low with Limited Overshoot,2078.0,1.5267726429378696,52.7,11.9
Very Low with Limited Overshoot,2091.0,1.506715823545386,50.7,12.2
Very Low with Limited Overshoot,2089.0,1.511223073528428,50.5,11.8
Very Low with Limited Overshoot,2088.0,1.508099284372317,50.8,11.8
Very Low with Limited Overshoot,2087.0,1.5011696085954696,50.3,11.2
Very Low with Limited Overshoot,2086.0,1.4994730318057865,49.8,10.8
Very Low with Limited Overshoot,2085.0,1.5020931523542702,50.3,11.7
Very Low with Limited Overshoot,2084.0,1.5106431356845746,51.1,11.3
Very Low with Limited Overshoot,2083.0,1.5181626472387355,52.7,12.2
Very Low with Limited Overshoot,2082.0,1.5084259330554324,51.1,11.3
Very Low with Limited Overshoot,2081.0,1.520155883696305,52.8,12.2
Very Low with Limited Overshoot,2080.0,1.5189685336196794,52.3,11.7
Very Low with Limited Overshoot,2090.0,1.48986241634782,49.0,11.9
Very Low with Limited Overshoot,2051.0,1.6667432213484057,69.6,15.6
Very Low with Limited Overshoot,2075.0,1.539083331449004,54.1,12.2
Very Low with Limited Overshoot,2049.0,1.655029451534141,71.9,14.7
Very Low with Limited Overshoot,2022.0,1.2375780183503116,3.0,0.0
Very Low with Limited Overshoot,2021.0,1.2079779072804138,2.1,0.0
Very Low with Limited Overshoot,2020.0,1.1718997288533253,0.4,0.0
Very Low with Limited Overshoot,2019.0,1.169256141746998,0.5,0.0
Very Low with Limited Overshoot,2018.0,1.1396305880402569,0.0,0.0
Very Low with Limited Overshoot,2017.0,1.1021786414836805,0.1,0.0
Very Low with Limited Overshoot,2016.0,1.0694924805777009,0.0,0.0
Very Low with Limited Overshoot,2015.0,1.0455589222687636,0.0,0.0
Very Low with Limited Overshoot,2014.0,1.0200562446872672,0.0,0.0
Very Low with Limited Overshoot,2013.0,0.977240948353593,0.0,0.0
Very Low with Limited Overshoot,2023.0,1.2685482774950587,3.1,0.0
Very Low with Limited Overshoot,2012.0,0.9607235171559124,0.0,0.0
Very Low with Limited Overshoot,2010.0,0.9163967744108767,0.0,0.0
Very Low with Limited Overshoot,2009.0,0.8870883941605819,0.0,0.0
Very Low with Limited Overshoot,2008.0,0.8620036300261351,0.0,0.0
Very Low with Limited Overshoot,2007.0,0.8436469698848509,0.0,0.0
Very Low with Limited Overshoot,2006.0,0.8294109204837572,0.0,0.0
Very Low with Limited Overshoot,2005.0,0.812596771067712,0.0,0.0
Very Low with Limited Overshoot,2004.0,0.79797132492762,0.0,0.0
Very Low with Limited Overshoot,2003.0,0.7852703729375492,0.0,0.0
Very Low with Limited Overshoot,2002.0,0.7789618454609443,0.0,0.0
Very Low with Limited Overshoot,2050.0,1.6582340089706675,69.9,15.0
Very Low with Limited Overshoot,2011.0,0.9428257308476652,0.0,0.0
Very Low with Limited Overshoot,2024.0,1.2915221642544403,6.4,0.0
Very Low with Limited Overshoot,2001.0,0.7423380169005586,0.0,0.0
Very Low with Limited Overshoot,2026.0,1.340629660377578,15.8,0.0
Very Low with Limited Overshoot,2025.0,1.3229177831048886,10.8,0.0
Very Low with Limited Overshoot,2047.0,1.657609971082589,71.6,14.4
Very Low with Limited Overshoot,2046.0,1.6597478897960174,70.7,12.8
Very Low with Limited Overshoot,2045.0,1.6577535751182366,71.5,13.2
Very Low with Limited Overshoot,2044.0,1.6629704001747163,73.2,13.4
Very Low with Limited Overshoot,2043.0,1.6458978280865202,71.9,12.6
Very Low with Limited Overshoot,2042.0,1.6544108226690717,72.1,12.1
Very Low with Limited Overshoot,2041.0,1.650019434351273,70.9,11.5
Very Low with Limited Overshoot,2040.0,1.6499616825014871,71.8,10.5
Very Low with Limited Overshoot,2039.0,1.637015685449564,73.1,10.1
Very Low with Limited Overshoot,2038.0,1.6354810909974216,69.4,8.2
Very Low with Limited Overshoot,2048.0,1.6549988463168244,70.6,15.9
Very Low with Limited Overshoot,2036.0,1.6046082161724646,66.5,6.2
Very Low with Limited Overshoot,2035.0,1.5923801314255197,66.7,5.0
Very Low with Limited Overshoot,2034.0,1.5732458116564665,63.6,4.4
Very Low with Limited Overshoot,2033.0,1.5543658708303252,57.9,3.1
Very Low with Limited Overshoot,2032.0,1.526971878379818,57.2,1.7
Very Low with Limited Overshoot,2031.0,1.5042909429101536,51.0,0.8
Very Low with Limited Overshoot,2030.0,1.4691419246412287,42.7,0.0
Very Low with Limited Overshoot,2029.0,1.4369833728858252,35.3,0.1
Very Low with Limited Overshoot,2028.0,1.3987111750492112,26.9,0.0
Very Low with Limited Overshoot,2027.0,1.3692327287779882,18.9,0.0
Very Low with Limited Overshoot,2037.0,1.6310255451301994,67.7,7.3
Very Low after High Overshoot,2066.0,1.8955874380858624,87.0,38.6
Very Low after High Overshoot,2067.0,1.8939762779793925,87.4,38.5
Very Low after High Overshoot,2068.0,1.8700463864957504,86.1,37.6
Very Low after High Overshoot,2069.0,1.86482065464402,85.5,38.0
Very Low after High Overshoot,2074.0,1.8225458320328505,80.6,35.8
Very Low after High Overshoot,2071.0,1.8593807205518795,82.3,35.9
Very Low after High Overshoot,2072.0,1.848893884689764,82.3,35.3
Very Low after High Overshoot,2073.0,1.8288045993819009,80.3,35.4
Very Low after High Overshoot,2053.0,1.9441591752016407,92.6,44.0
Very Low after High Overshoot,2070.0,1.8593750612339828,83.9,36.6
Very Low after High Overshoot,2065.0,1.9223306464566805,88.0,41.4
Very Low after High Overshoot,2060.0,1.942577607055267,91.4,43.3
Very Low after High Overshoot,2063.0,1.9321195936676845,90.7,42.9
Very Low after High Overshoot,2062.0,1.9250523311827856,90.5,42.4
Very Low after High Overshoot,2061.0,1.9270369857170508,90.4,42.7
Very Low after High Overshoot,2059.0,1.9427992799222784,90.4,44.2
Very Low after High Overshoot,2058.0,1.9562495035627183,90.5,45.4
Very Low after High Overshoot,2057.0,1.9599201293099973,91.6,46.5
Very Low after High Overshoot,2056.0,1.9489509578100723,92.5,44.4
Very Low after High Overshoot,2055.0,1.956744718232302,92.2,44.8
Very Low after High Overshoot,2054.0,1.9493710808976783,91.7,43.8
Very Low after High Overshoot,2075.0,1.8235529307300875,80.4,36.4
Very Low after High Overshoot,2064.0,1.9209845466698137,88.2,41.6
Very Low after High Overshoot,2077.0,1.8010584540955503,78.6,32.8
Very Low after High Overshoot,2089.0,1.6907212019005078,67.4,23.5
Very Low after High Overshoot,2079.0,1.7891374438038028,77.3,30.9
Very Low after High Overshoot,2052.0,1.9405489675182035,92.4,43.2
Very Low after High Overshoot,2101.0,1.5681837863365713,55.9,18.1
Very Low after High Overshoot,2100.0,1.5842743822541323,58.6,17.5
Very Low after High Overshoot,2099.0,1.5832049872248497,58.6,19.3
Very Low after High Overshoot,2098.0,1.610541339771936,60.6,19.7
Very Low after High Overshoot,2097.0,1.6142328819403116,62.0,19.9
Very Low after High Overshoot,2096.0,1.6315929006054413,62.2,21.2
Very Low after High Overshoot,2095.0,1.6175371302295949,62.8,20.8
Very Low after High Overshoot,2094.0,1.627936045690077,62.7,21.2
Very Low after High Overshoot,2093.0,1.6416867878037344,64.6,22.2
Very Low after High Overshoot,2078.0,1.791572222187246,77.5,31.0
Very Low after High Overshoot,2092.0,1.6562674740383587,64.6,22.1
Very Low after High Overshoot,2090.0,1.6658761317916737,66.7,24.9
Very Low after High Overshoot,2088.0,1.7058690017552398,67.5,25.6
Very Low after High Overshoot,2087.0,1.7046373593632864,68.0,25.0
Very Low after High Overshoot,2086.0,1.7062559961546586,69.8,25.8
Very Low after High Overshoot,2085.0,1.7224584783347394,71.6,26.6
Very Low after High Overshoot,2084.0,1.7410404491068496,71.7,28.2
Very Low after High Overshoot,2083.0,1.753602855475811,72.3,27.9
Very Low after High Overshoot,2082.0,1.749664790402509,73.8,28.9
Very Low after High Overshoot,2081.0,1.768570860517756,74.9,29.6
Very Low after High Overshoot,2080.0,1.7772324433130104,75.5,30.6
Very Low after High Overshoot,2091.0,1.6843966534844963,66.1,23.4
Very Low after High Overshoot,2051.0,1.9288411012970237,92.0,41.6
Very Low after High Overshoot,2076.0,1.8147713573985385,78.4,33.8
Very Low after High Overshoot,2049.0,1.8861706021735225,91.2,39.4
Very Low after High Overshoot,2022.0,1.2375780183503116,3.0,0.0
Very Low after High Overshoot,2021.0,1.2079779072804138,2.1,0.0
Very Low after High Overshoot,2020.0,1.1718997288533253,0.4,0.0
Very Low after High Overshoot,2019.0,1.169256141746998,0.5,0.0
Very Low after High Overshoot,2018.0,1.1396305880402569,0.0,0.0
Very Low after High Overshoot,2017.0,1.1021786414836805,0.1,0.0
Very Low after High Overshoot,2016.0,1.0694924805777009,0.0,0.0
Very Low after High Overshoot,2015.0,1.0455589222687636,0.0,0.0
Very Low after High Overshoot,2014.0,1.0200562446872672,0.0,0.0
Very Low after High Overshoot,2013.0,0.977240948353593,0.0,0.0
Very Low after High Overshoot,2023.0,1.2685482774950587,3.1,0.0
Very Low after High Overshoot,2012.0,0.9607235171559124,0.0,0.0
Very Low after High Overshoot,2010.0,0.9163967744108767,0.0,0.0
Very Low after High Overshoot,2009.0,0.8870883941605819,0.0,0.0
Very Low after High Overshoot,2008.0,0.8620036300261351,0.0,0.0
Very Low after High Overshoot,2007.0,0.8436469698848509,0.0,0.0
Very Low after High Overshoot,2006.0,0.8294109204837572,0.0,0.0
Very Low after High Overshoot,2005.0,0.812596771067712,0.0,0.0
Very Low after High Overshoot,2004.0,0.79797132492762,0.0,0.0
Very Low after High Overshoot,2003.0,0.7852703729375492,0.0,0.0
Very Low after High Overshoot,2002.0,0.7789618454609443,0.0,0.0
Very Low after High Overshoot,2001.0,0.7423380169005586,0.0,0.0
Very Low after High Overshoot,2011.0,0.9428257308476652,0.0,0.0
Very Low after High Overshoot,2024.0,1.2915221642544403,6.4,0.0
Very Low after High Overshoot,2000.0,0.6975853357028792,0.0,0.0
Very Low after High Overshoot,2025.0,1.3229177831048886,10.8,0.0
Very Low after High Overshoot,2048.0,1.8857825458767496,90.6,34.8
